date,returns
2025-07-10,0.006014939675876629
2025-07-11,-0.00588483580504795
2025-07-14,-0.012028812490351148
2025-07-15,0.0023488240612372646
2025-07-16,0.00502129567034082
2025-07-17,-0.0006661853268702389
2025-07-18,0.005523241182089356
2025-07-21,0.0061558702516160135
2025-07-22,0.009036182474420285
2025-07-23,-0.0011660856188711044
2025-07-24,-0.0018211487803652116
2025-07-25,0.0005614197975083446
2025-07-28,0.0007948746335069146
2025-07-29,-0.012987651582609505
2025-07-30,-0.010507881543835973
2025-07-31,-0.007079622090835458
2025-08-01,-0.025003593273920988
2025-08-04,0.004792974350137147
2025-08-05,-0.0021146907604692178
2025-08-06,0.05090680618623633
2025-08-07,0.03179364268982976
2025-08-08,0.04235792328538146
2025-08-11,-0.008337416841468825
2025-08-12,0.010872441677679756
2025-08-13,0.01602441991019199
2025-08-14,-0.0023571895917441354
2025-08-15,-0.005112133549474263
2025-08-18,-0.0030225698834630554
2025-08-19,-0.001429259958971918
2025-08-20,-0.019734572779050774
2025-08-21,-0.004911289931109342
2025-08-22,0.012716766064777563
2025-08-25,-0.0026343118159346535
2025-08-26,0.009464667467088184
2025-08-27,0.00514590705653295
2025-08-28,0.008980832210058853
2025-08-29,-0.00180597769760249
2025-09-02,-0.010424735828844955
2025-09-03,0.038089848308826335
2025-09-04,0.005493343195739575
2025-09-05,-0.00037532879451496193
2025-09-08,-0.007551410322323426
2025-09-09,-0.014839409394816094
2025-09-10,-0.03225949486019397
2025-09-11,0.014286368839370622
2025-09-12,0.017562963814985233
2025-09-15,0.011235910376080627
2025-09-16,0.0061258849469241206
2025-09-17,0.0035272375318422533
2025-09-18,-0.0046445482440199415
2025-09-19,0.03203293660995743
2025-09-22,0.04309566831880085
2025-09-23,-0.006443275472520216
2025-09-24,-0.008332331793480807
2025-09-25,0.018072995928489766
2025-09-26,-0.005489112898051984
2025-09-29,-0.004031997224675621
2025-09-30,0.0007861188255666729
2025-10-01,0.003220327729275496
2025-10-02,0.00657666061710982
2025-10-03,0.0034612223931820285
2025-10-06,-0.005154587353288997
2025-10-07,-0.0008180741481198517
2025-10-08,0.006160271773966164
2025-10-09,-0.015577789314472068
2025-10-10,-0.034522080166306535
2025-10-13,0.009744360696440468
2025-10-14,0.00044415977035061616
2025-10-15,0.0063364896410271765
2025-10-16,-0.007580008893106949
2025-10-17,0.019559492412937862
2025-10-20,0.03943873008454002
2025-10-21,0.002021044840732289
2025-10-22,-0.016440145325788524
2025-10-23,0.004372119604812541
2025-10-24,0.012481781799657865
2025-10-27,0.02279122619072771
2025-10-28,0.0007068280314419528
2025-10-29,0.0026022758625696696
2025-10-30,0.006303231785351748
2025-10-31,-0.0037951319176879883
